Ma phim,Nam san xuat,Nguon xem phim,Ten phim,Diem phe binh,Cam xuc phe binh,Diem khan gia,Cam xuc cua khan gia,Ngay ra rap,Ngay phat song,Danh gia,Ngon ngu,Thoi luong phim
ce654804-7c93-3250-84fd-8a1bd993f840,2023,https://www.rottentomatoes.com/m/confidential_informant,Confidential Informant,0.0,negative,3.9,negative,30/06/2023,27/06/2023,R (Graphic Nudity|Drug Use|Language Throughout|Some Violence),English,1h 28m
ce96a905-e1cf-3e0e-95c3-30a408b84d09,2023,https://www.rottentomatoes.com/m/plane,Plane,7.8,positive,9.4,positive,13/01/2023,02/02/2023,R (Violence and Language),English,1h 47m
cf0ed986-4c2b-4829-8ec6-e2ea7adf5df4,2023,https://www.rottentomatoes.com/m/candy_cane_lane,Candy Cane Lane,4.5,negative,4.5,negative,24/11/2023,01/12/2023,PG (Some Suggestive References|Language Throughout),English,1h 48m
cfd5198d-2e54-4993-9815-23a100757f21,2023,https://www.rottentomatoes.com/m/of_an_age,Of an Age,8.6,positive,8.8,positive,17/02/2023,07/03/2023,R (Some Drug Use|Sexual Content|Language Throughout),English,1h 39m
d0f856f3-8de5-44ed-afd8-0071bb122833,2023,https://www.rottentomatoes.com/m/fair_play_2023,Fair Play,8.5,positive,5.4,negative,29/09/2023,06/10/2023,R (Sexual Violence|Sexual Content|Pervasive Language|Some Nudity),English,1h 53m
d10bf6f3-c3a1-3eb9-b5d9-8b70d5f80286,2023,https://www.rottentomatoes.com/m/the_old_way,The Old Way,3.2,negative,7.0,positive,06/01/2023,13/01/2023,R (Violence),English,1h 35m
d1a3dd7c-6858-3af3-b705-8bee31cea57c,2023,https://www.rottentomatoes.com/m/you_are_so_not_invited_to_my_bat_mitzvah,You Are So Not Invited to My Bat Mitzvah,9.1,positive,6.0,positive,25/08/2023,25/08/2023,PG-13 (Brief Teen Drinking|Strong Language|Some Crude/Suggestive Material),English,1h 41m
d33ed16a-ea6c-4ece-89f2-647db8d0ff63,2023,https://www.rottentomatoes.com/m/the_best_man_2023,The Best Man,3.3,negative,3.3,negative,21/04/2023,21/04/2023,R (Violence|Language Throughout|Teen Drinking|Drug Use),English,1h 33m
d4e8365e-478e-3258-b7bf-3f7a928f5edc,2023,https://www.rottentomatoes.com/m/the_price_we_pay_2022,The Price We Pay,5.6,negative,3.1,negative,13/01/2023,10/01/2023,R (Strong Horror Violence|Pervasive Language|Gore),English,1h 26m
d549e37d-4c2e-3aa4-8d18-16d0738070df,2023,https://www.rottentomatoes.com/m/dumb_money,Dumb Money,8.4,positive,8.5,positive,22/09/2023,07/11/2023,R (Pervasive Language|Drug Use|Sexual Material),English,1h 45m
d5bd9a0b-69ba-337f-93fa-d1629c59c1c8,2023,https://www.rottentomatoes.com/m/desperation_road,Desperation Road,6.0,positive,7.7,positive,06/10/2023,06/10/2023,R (Nudity|Language Throughout|Brief Sexuality|Sexual Assault|Some Violence),English,1h 52m
d6474f19-4938-3c04-b2cf-fd9df8542540,2023,https://www.rottentomatoes.com/m/extraction_2,Extraction 2,7.9,positive,8.5,positive,09/06/2023,16/06/2023,R (Language|Strong/Bloody Violence),English,2h 3m
da00a95b-d98b-4664-adcc-ca6ae4b6edeb,2023,https://www.rottentomatoes.com/m/tetris,Tetris,8.1,positive,8.7,positive,24/03/2023,31/03/2023,R (Language),English,1h 58m
daa086c3-ddca-4fb5-81b9-d7e54a28eb1b,2023,https://www.rottentomatoes.com/m/wild_life_2023,Wild Life,9.1,positive,7.2,positive,14/04/2023,26/05/2023,PG-13 (Brief Strong Language),English,1h 33m
dadc7cf0-269c-3c48-ac39-13ff47b5485a,2023,https://www.rottentomatoes.com/m/next_goal_wins_2023,Next Goal Wins,4.5,negative,8.4,positive,17/11/2023,16/01/2024,PG-13 (Some Strong Language|Crude Material),English,1h 44m
daf1e5ee-6493-31a2-8e3e-691859c004e6,2023,https://www.rottentomatoes.com/m/creed_iii,Creed III,8.8,positive,9.5,positive,03/03/2023,31/03/2023,PG-13 (Some Strong Language|Intense Sports Action|Violence),English,1h 56m
db77ff04-fd2a-3c5d-b3b1-2c6749aa04b4,2023,https://www.rottentomatoes.com/m/mercy_road,Mercy Road,5.5,negative,3.3,negative,06/10/2023,10/10/2023,R (Language Throughout),English (Australia),1h 25m
dd4be009-d0ae-3ecc-a24e-d04022c76b3a,2023,https://www.rottentomatoes.com/m/the_amazing_maurice,The Amazing Maurice,7.3,positive,6.8,positive,03/02/2023,04/04/2023,PG (Some Rude Material|Action/Peril),English,1h 33m
dd872818-4060-4743-ab89-2f74c181a892,2023,https://www.rottentomatoes.com/m/the_boogeyman,The Boogeyman,6.1,positive,6.6,positive,02/06/2023,29/08/2023,PG-13 (Teen Drug Use|Some Strong Language|Terror|Violent Content),English,1h 38m
dd91ad4b-4586-4fb2-8dd5-9eee200fd3bb,2023,https://www.rottentomatoes.com/m/the_lost_king,The Lost King,7.7,positive,9.2,positive,24/03/2023,09/05/2023,PG-13 (Some Strong Language|Brief Suggestive References),English,1h 49m
dddec29a-7143-375a-a7dc-7f7126fc0852,2023,https://www.rottentomatoes.com/m/slotherhouse,Slotherhouse,6.1,positive,7.2,positive,30/08/2023,19/09/2023,PG-13 (Violence|Language|Bloody Images),English,1h 33m
dee7d2cc-6750-3577-a9ee-c5638044fd50,2023,https://www.rottentomatoes.com/m/chicken_run_dawn_of_the_nugget,Chicken Run: Dawn of the Nugget,8.1,positive,7.1,positive,08/12/2023,15/12/2023,PG (Some Thematic Elements|Peril|Action),English,1h 41m
df499c33-b950-38c4-ba9a-bcf61b9edf2c,2023,https://www.rottentomatoes.com/m/mercy_2023,Mercy,0.0,negative,2.1,negative,12/05/2023,19/05/2023,R (Violence|Pervasive Language|Bloody Images),English,1h 25m
e03129c4-d325-4c1d-bc3e-319c0e5677e4,2023,https://www.rottentomatoes.com/m/space_oddity,Space Oddity,5.6,negative,6.4,positive,31/03/2023,31/03/2023,PG-13 (Thematic Elements|Suggestive Material|Some Strong Language),English,1h 32m
e1cbc415-c510-4b05-bf48-3898195d3b77,2023,https://www.rottentomatoes.com/m/cassandro,Cassandro,9.1,positive,7.4,positive,15/09/2023,22/09/2023,R (Sexual Content|Language|Drug Use),English,1h 47m
e3327127-8d8f-4423-a4c9-7ac609c22cbb,2023,https://www.rottentomatoes.com/m/the_tutor_2023,The Tutor,1.8,negative,3.6,negative,24/03/2023,09/05/2023,R,English,1h 32m
e3c77be3-4b67-4e04-b6a1-4f86e47a6b4a,2023,https://www.rottentomatoes.com/m/the_blackening,The Blackening,8.7,positive,8.5,positive,16/06/2023,07/07/2023,R (Pervasive Language|Drug Use|Violence),English,1h 37m
e40b1e7a-2156-4b22-854c-cb908dea6014,2023,https://www.rottentomatoes.com/m/the_pod_generation,The Pod Generation,4.1,negative,5.5,negative,11/08/2023,29/08/2023,PG-13 (Suggestive Material|Partial Nudity|Brief Strong Language),English,1h 49m
e57b77db-b166-41f4-88b7-48601fd7cffe,2023,https://www.rottentomatoes.com/m/a_good_person,A Good Person,5.7,negative,9.6,positive,24/03/2023,11/04/2023,R (Language Throughout|Drug Abuse|Some Sexual References),English,2h 9m
e5d7c9fe-30af-3e4a-a6cb-90077ddd9325,2023,https://www.rottentomatoes.com/m/retribution_2023,Retribution,2.9,negative,6.6,positive,25/08/2023,15/09/2023,R (Some Language and Violence),English,1h 30m
e760b130-7d28-4155-97b8-19a1da0e0e05,2023,https://www.rottentomatoes.com/m/the_kitchen_2023,The Kitchen,8.9,positive,4.7,negative,08/12/2023,19/01/2024,R (Language),English,1h 48m
e9add619-85b7-3ee2-963c-d44b69dcf775,2023,https://www.rottentomatoes.com/m/freelance_2023,Freelance,1.0,negative,7.6,positive,27/10/2023,28/11/2023,R (Violence and Language),English,1h 49m
ebfe4b62-a705-3d42-96db-54bacb583604,2023,https://www.rottentomatoes.com/m/the_out_laws,The Out-Laws,2.1,negative,3.5,negative,30/06/2023,07/07/2023,R (Sexual Material|Language Throughout|Brief Drug Use|Violence),English,1h 35m
ec7a8f55-6bfd-3150-864c-cdf09079b8c5,2023,https://www.rottentomatoes.com/m/out_of_exile,Out of Exile,2.5,negative,5.0,negative,20/01/2023,20/01/2023,R,English,1h 47m
ed2a1cb8-2c1f-360f-91ab-35d207bc6336,2023,https://www.rottentomatoes.com/m/insidious_the_red_door,Insidious: The Red Door,3.9,negative,7.0,positive,07/07/2023,01/08/2023,PG-13 (Strong Language|Frightening Images|Suggestive References|Terror|Violence),English,1h 47m
ed3f9fd3-986f-3fd5-b51b-0ecfe4b97894,2023,https://www.rottentomatoes.com/m/migration_2023,Migration,7.3,positive,8.8,positive,22/12/2023,23/01/2024,PG (Mild Rude Humor|Action/Peril),English,1h 23m
edb40133-1950-4b23-8669-9ae8d3ae27de,2023,https://www.rottentomatoes.com/m/good_boy_2022,Good Boy,9.4,positive,4.2,negative,08/09/2023,08/09/2023,R (Some Violent Content|Language),Norwegian,1h 19m
ee7b7cef-b7a2-333f-a14a-2b97b47d0bc2,2023,https://www.rottentomatoes.com/m/the_other_zoey,The Other Zoey,8.0,positive,7.9,positive,20/10/2023,10/11/2023,PG-13 (Some Strong Language|Suggestive References),English,1h 26m
ee96b03a-7f84-4a62-aa11-968da5d7959d,2023,https://www.rottentomatoes.com/m/paint_2023,Paint,3.1,negative,5.7,negative,07/04/2023,09/05/2023,PG-13 (Smoking|Sexual/Suggestive Material|Drug Use),English,1h 36m
efe5186d-7ba7-3dee-bf12-b9cb1a9b3818,2023,https://www.rottentomatoes.com/m/book_club_the_next_chapter,Book Club: The Next Chapter,4.6,negative,8.4,positive,12/05/2023,30/05/2023,PG-13 (Suggestive Material|Some Strong Language),English,1h 47m
f16ccd32-7d49-394e-be7a-dd9c4e25a01e,2023,https://www.rottentomatoes.com/m/ambush_2023,Ambush,2.5,negative,4.3,negative,24/02/2023,24/02/2023,R (Violence|Some Bloody Images|Language),English,1h 44m
f3f9334f-2772-37bb-bc54-83069341cc48,2023,https://www.rottentomatoes.com/m/assassin_2023,Assassin,0.9,negative,6.8,positive,31/03/2023,31/03/2023,R (Violence and Language),English,1h 28m
f58a7ec9-c46c-43f1-bac8-cd6ea58b59c8,2023,https://www.rottentomatoes.com/m/leave_the_world_behind_2023,Leave the World Behind,7.3,positive,3.5,negative,22/11/2023,08/12/2023,R (Language|Drug Use|Brief Bloody Images|Some Sexual Content),English,2h 20m
f5e5ea5f-9053-3675-81c7-009bc948fa91,2023,https://www.rottentomatoes.com/m/strays_2023,Strays,5.3,negative,6.9,positive,18/08/2023,05/09/2023,R (Drug Use|Crude and Sexual Content|Pervasive Language),English,1h 33m
f63f1a3f-1e9c-4b4a-b0ec-62a7b940c56f,2023,https://www.rottentomatoes.com/m/blueback,Blueback,7.1,positive,5.6,negative,03/03/2023,21/04/2023,PG,English,1h 42m
f67c6571-1396-347c-8085-027a9b208b5d,2023,https://www.rottentomatoes.com/m/the_retirement_plan,The Retirement Plan,6.0,positive,4.1,negative,15/09/2023,17/10/2023,R (Violence|Pervasive Language),English,1h 43m
f6cbc977-60c4-4831-9e8a-4781e75642b6,2023,https://www.rottentomatoes.com/m/perfect_days_2023,Perfect Days,9.6,positive,8.9,positive,10/11/2023,05/03/2024,PG (Smoking|Partial Nudity|Some Language),Japanese,2h 4m
f708a72d-3f16-3622-b886-e56a75d03993,2023,https://www.rottentomatoes.com/m/summoning_sylvia,Summoning Sylvia,10.0,positive,8.6,positive,31/03/2023,07/04/2023,R (Sexual Content and Language),English,1h 14m
f90cf0b0-afab-39fb-9ddd-ebcb3629c9c3,2023,https://www.rottentomatoes.com/m/may_december,May December,9.1,positive,6.5,positive,17/11/2023,01/12/2023,R (Graphic Nudity|Drug Use|Language|Some Sexual Content),English,1h 53m
fab5b7d5-d25a-333e-9eee-216054719257,2023,https://www.rottentomatoes.com/m/robots_2023,Robots,1.8,negative,3.9,negative,19/05/2023,19/05/2023,R (Sexual Content|Pervasive Language),English,1h 33m
fb281f3f-c572-37fb-ab30-3b0ee07d8454,2023,https://www.rottentomatoes.com/m/the_super_mario_bros_movie,The Super Mario Bros. Movie,5.9,negative,9.5,positive,05/04/2023,16/05/2023,PG (Action and Mild Violence),English,1h 32m
fc473603-20ca-40a5-b11b-2d6b49ba36b0,2023,https://www.rottentomatoes.com/m/the_persian_version,The Persian Version,8.4,positive,9.3,positive,20/10/2023,05/12/2023,R (Some Sexual References|Language),English,1h 47m
fc6dd82c-952b-31c7-b6ee-8056487fcde2,2023,https://www.rottentomatoes.com/m/a_haunting_in_venice,A Haunting in Venice,7.5,positive,7.7,positive,15/09/2023,31/10/2023,PG-13 (Some Strong Violence|Disturbing Images|Thematic Elements),English,1h 43m
fd650d68-be02-4a76-a3de-7186ae6c2924,2023,https://www.rottentomatoes.com/m/it_lives_inside_2023,It Lives Inside,6.4,positive,4.7,negative,22/09/2023,10/10/2023,PG-13 (Brief Strong Language|Bloody Images|Teen Drug Use|Terror|Violent Content),English,1h 39m
fd9653ac-e47a-4efa-b3ef-6454d9d62df4,2023,https://www.rottentomatoes.com/m/sisu_2022,Sisu,9.4,positive,8.8,positive,28/04/2023,16/05/2023,R (Language|Gore|Strong Bloody Violence),Finnish,1h 31m
fde33bb7-fc88-4b00-b190-f0affbbe4a31,2023,https://www.rottentomatoes.com/m/chevalier_2022,Chevalier,7.7,positive,9.7,positive,21/04/2023,16/06/2023,PG-13 (Suggestive Material|Some Strong Language|Thematic Content|Violence),English,1h 47m
fde71436-f4ed-323f-b23d-6e0ce470d4ba,2023,https://www.rottentomatoes.com/m/john_wick_chapter_4,John Wick: Chapter 4,9.4,positive,9.3,positive,24/03/2023,23/05/2023,R (Some Language|Pervasive Strong Violence),English,2h 49m
fdffd8a0-f466-3124-8faf-8a8ceb228ac0,2023,https://www.rottentomatoes.com/m/ferrari_2023,Ferrari,7.2,positive,7.4,positive,25/12/2023,23/01/2024,R (Language|Graphic Images|Sexual Content|Some Violent Content),English,2h 10m
fe439a94-0e54-34aa-ba97-3253a3fe42fe,2023,https://www.rottentomatoes.com/m/rustin_2023,Rustin,8.4,positive,8.3,positive,03/11/2023,17/11/2023,PG-13 (Some Violence|Racial Slurs|Thematic Material|Language|Brief Drug Use|Sexual Material|Smoking),English,1h 48m
ff9918ce-f29e-3e6c-a421-166c60742d9a,2023,https://www.rottentomatoes.com/m/killers_of_the_flower_moon,Killers of the Flower Moon,9.3,positive,8.4,positive,20/10/2023,05/12/2023,R (Some Grisly Images|Language|Violence),English,3h 26m
ffdcfeea-d1ad-328f-bc08-f5a9434c454e,2023,https://www.rottentomatoes.com/m/knock_at_the_cabin,Knock at the Cabin,6.7,positive,6.3,positive,03/02/2023,21/02/2023,R (Violence and Language),English,1h 40m
